The lobster knuckles ( special of the day ) were ok , but moderately tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( particular of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( peculiar of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , merely pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster metacarpophalangeal_joint ( special of the day ) were ok , but pretty tasteless .####[['lobster metacarpophalangeal_joint', 'food style_options', 'neutral', 'ok'], ['lobster metacarpophalangeal_joint', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but jolly tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) comprise ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster brass_knucks ( special of the day ) were ok , but pretty tasteless .####[['lobster brass_knucks', 'food style_options', 'neutral', 'ok'], ['lobster brass_knucks', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but middling tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but middling tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but passably tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but passably tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckle_duster ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckle_duster', 'food style_options', 'neutral', 'ok'], ['lobster knuckle_duster', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but somewhat tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the solar_day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( extra of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( peculiar of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but passably tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but somewhat tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but somewhat tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but moderately tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckle_joint ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckle_joint', 'food style_options', 'neutral', 'ok'], ['lobster knuckle_joint', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( peculiar of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The lobster knuckles ( special of the day ) were ok , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
WORST PLACE ON SMITH STREET IN BROOKLYN####[['PLACE', 'restaurant general', 'negative', 'WORST']]
