restaurant food expensive and not very good .####[['food', 'food_drinks quality', 'negative'], ['food', 'food_drinks prices', 'negative']]
The hotel itself is in excellent condition and our room was clean where very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very is .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
the hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself well in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was more and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in these condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean does very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and well comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was more and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
the hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent may and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition does our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was these and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself pretty in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in many condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and pretty comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was more and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is down excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was many and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
may hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and a comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition it our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and a comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is the excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very more .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
may hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition where our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was is and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in many condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent heart and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel their is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and can room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and pretty comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was more and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself these in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself is in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
The hotel itself these in excellent condition and our room was clean and very comfortable .####[['room', 'rooms cleanliness', 'positive'], ['room', 'rooms comfort', 'positive'], ['hotel', 'hotel general', 'positive']]
